property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,hcbs sports ville,sohna road,0.27,4348.0,621.0,Built Up area: 619 (57.51 sq.m.),2,2,2,10.0,,Relatively Old,,619.0,,0,0,0,0,0,1,43,310.5
house,independent,sector 8,0.45,9000.0,500.0,Carpet area: 500 (46.45 sq.m.),1,1,1,3.0,East,Undefined,,,500.0,0,0,0,0,0,1,0,500.0
flat,paras dews,sector 106,0.87,9255.0,940.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2,2,3+,1.0,North-East,New property,1385.0,1120.0,940.0,0,0,0,0,0,1,174,470.0
flat,m3m woodshire,sector 107,0.88,6442.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,3.0,East,Relatively Old,1366.0,,,0,0,0,0,0,1,99,683.0
flat,aardhya homesh,sector 67a,1.85,8043.0,2300.0,Carpet area: 2300 (213.68 sq.m.),4,4,0,4.0,East,Undefined,,,2300.0,0,0,0,0,0,1,0,575.0
flat,pioneer park,sector 61,2.04,14624.0,1395.0,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),3,3,3+,16.0,South,Moderate Old,1795.0,1595.0,1395.0,0,1,0,0,0,2,165,465.0
house,independent,sector 11,2.1,17284.0,1215.0,Plot area 135(112.88 sq.m.),2,6,3+,3.0,,Relatively Old,,1215.0,,0,0,0,0,0,1,14,607.5
flat,dlf the ultima,sector 81,2.25,10553.0,2132.0,Super Built up area 2132(198.07 sq.m.),3,3,3+,15.0,North-East,Relatively Old,2132.0,,,0,1,0,0,0,0,165,710.6666666666666
flat,ireo the grand arch,sector 58,2.2,16000.0,1375.0,Super Built up area 1375(127.74 sq.m.),2,2,2,6.0,North-East,Relatively Old,1375.0,,,0,0,0,0,0,1,42,687.5
flat,signature andour heights,sector 71,0.39,9848.0,396.0,Super Built up area 325(30.19 sq.m.),1,1,2,1.0,,New property,325.0,,,0,0,0,0,0,1,0,396.0
flat,ambience lagoon,sector 24,5.8,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old property,,3700.0,,1,1,0,1,1,0,68,1546.6666666666667
flat,bestech park view ananda,sector 81,0.95,6985.0,1360.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13.0,South-East,Relatively Old,1360.0,1150.0,894.0,0,0,0,0,0,2,167,680.0
flat,shree vardhman flora,sector 90,0.7,5178.0,1352.0,Carpet area: 1352 (125.6 sq.m.),2,3,2,7.0,North,Relatively Old,,,1352.0,1,0,0,0,0,2,49,676.0
flat,corona optus,sector 37c,1.27,7204.0,1763.0,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),3,3,3,2.0,South,Relatively Old,1763.0,,1410.0,1,0,0,0,1,1,49,587.6666666666666
flat,raheja vedaanta,sector 108,1.25,5682.0,2200.0,Super Built up area 2200(204.39 sq.m.),3,2,0,0.0,,Relatively Old,2200.0,,,0,0,0,0,0,2,65,733.3333333333334
flat,dlf the primus,sector 82a,2.85,10936.0,2606.0,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,2.0,North-East,New property,2606.0,,1800.0,0,1,0,0,0,0,174,651.5
house,vipul tatvam villa,sector 48,7.25,27971.0,2592.0,Plot area 288(240.8 sq.m.),3,4,2,2.0,South,Moderate Old,,2592.0,,1,1,1,1,0,2,115,864.0
flat,signature global park,sohna road,0.75,6938.0,1081.0,Carpet area: 1081 (100.43 sq.m.),3,2,3+,4.0,East,New property,,,1081.0,0,0,0,0,0,1,101,360.3333333333333
flat,indiabulls centrum park,sector 103,2.14,7443.0,2875.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,6,3+,7.0,East,Relatively Old,2875.0,,2550.0,0,1,0,0,0,1,142,718.75
flat,godrej nature plus,sector 33,1.07,7726.0,1385.0,Super Built up area 1385(128.67 sq.m.),2,2,2,14.0,North-East,Under Construction,1385.0,,,0,0,0,0,0,1,68,692.5
flat,godrej air,sector 85,2.6,12212.0,2129.0,Built Up area: 2129 (197.79 sq.m.),3,3,3,17.0,,Under Construction,,2129.0,,0,1,0,0,0,1,44,709.6666666666666
house,experion windchants,sector 112,9.5,23457.0,4050.0,Plot area 450(376.26 sq.m.)Built Up area: 7450 sq.yards (6229.15 sq.m.),5,5,3,2.0,,Relatively Old,,7450.0,,0,1,0,0,0,1,45,810.0
house,independent,sector 4,1.1,6111.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,West,Old property,,1800.0,,0,0,0,0,0,1,7,450.0
flat,m3m woodshire,sector 107,1.3,10815.0,1202.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),3,3,3,7.0,,Relatively Old,1943.0,,1202.0,0,0,0,1,0,1,89,400.6666666666667
flat,hsiidc sidco aravali,manesar,0.91,3516.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3+,8.0,East,Moderate Old,2588.0,1900.0,,0,1,0,0,0,1,23,862.6666666666666
flat,paras dews,sector 106,1.14,6000.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,8.0,South,Relatively Old,1900.0,1305.0,1173.0,1,1,0,0,0,1,49,633.3333333333334
house,independent,sector 9,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),2,2,1,1.0,North-East,Moderate Old,,558.0,,0,0,0,0,0,1,8,279.0
house,independent,sector 104,0.6,5128.0,1170.0,Plot area 130(108.7 sq.m.),4,3,1,2.0,North,Moderate Old,,1170.0,,0,0,0,0,0,1,0,292.5
flat,ramsons kshitij,sector 95,0.17,544.0,3125.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,12.0,North-East,Relatively Old,,,3212.0,0,0,0,0,0,1,56,3125.0
flat,rose apartment,sector 28,3.0,10482.0,2862.0,Super Built up area 2862(265.89 sq.m.),3,5,3+,8.0,,Old property,2862.0,,,0,0,0,0,0,1,0,954.0
flat,ss the leaf,sector 85,1.31,7988.0,1640.0,Carpet area: 1640 (152.36 sq.m.),2,2,2,5.0,West,Relatively Old,,,1640.0,0,1,0,0,0,1,89,820.0
flat,vatika sovereign park,sector 99,3.2,9922.0,3225.0,Built Up area: 3225 (299.61 sq.m.),4,4,0,5.0,North-East,Under Construction,,3225.0,,0,0,0,0,0,1,23,806.25
flat,paras dews,sector 106,1.0,7220.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North-East,New property,1385.0,940.0,845.0,0,0,0,0,0,2,21,692.5
flat,pareena mi casa,sector 68,1.85,9311.0,1987.0,Super Built up area 1987(184.6 sq.m.),3,3,3+,13.0,,Under Construction,1987.0,,,0,0,0,0,0,1,47,662.3333333333334
flat,satya the hermitage,sector 103,0.8,5517.0,1450.0,Built Up area: 1450 (134.71 sq.m.),2,2,0,10.0,,Undefined,,1450.0,,0,0,0,0,0,1,61,725.0
flat,signature global synera,sector 81,0.39,6500.0,600.0,Carpet area: 600 (55.74 sq.m.),2,2,2,6.0,South-West,Relatively Old,,,600.0,0,0,0,0,0,1,37,300.0
house,independent,sector 49,4.45,15451.0,2880.0,Plot area 320(267.56 sq.m.),6,6,3,3.0,North,Moderate Old,,2880.0,,1,1,1,1,0,0,152,480.0
flat,signature global solera,sector 107,0.5,7752.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,North-East,Relatively Old,,,645.0,0,0,0,0,1,1,49,215.0
house,independent,sector 55,1.45,26852.0,540.0,Plot area 60(5.57 sq.m.),1,4,3+,4.0,East,Relatively Old,,60.0,,0,0,1,0,0,1,70,540.0
flat,signature the serenas,sohna road,0.5,9398.0,532.0,Carpet area: 531.57 (49.38 sq.m.),2,2,2,6.0,,New property,,,531.521382,0,0,0,0,0,1,37,266.0
flat,unitech uniworld city,sector 30,3.55,14992.0,2368.0,Super Built up area 2368(219.99 sq.m.)Built Up area: 2367 sq.ft. (219.9 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,5,3+,16.0,North,Old property,2368.0,2367.0,2000.0,0,1,0,0,0,2,141,789.3333333333334
house,unitech uniworld resorts,sector 33,8.0,11429.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,3+,2.0,West,Old property,,7000.0,,1,1,1,1,0,1,77,1750.0
house,independent,sector 4,4.12,8889.0,4635.0,Plot area 515(430.61 sq.m.),2,1,3+,,,Moderate Old,,4635.0,,0,0,0,0,0,1,0,2317.5
house,ansal heights,sector 92,2.75,9793.0,2808.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),4,4,3+,3.0,,Relatively Old,,5000.0,,1,0,0,1,0,1,0,702.0
flat,sare green parc phase 3,sector 92,1.1,6875.0,1600.0,Carpet area: 1600 (148.64 sq.m.),4,3,2,12.0,North,New property,,,1600.0,0,0,0,0,0,1,15,400.0
flat,bestech park view sanskruti,sector 92,1.6,7547.0,2120.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,East,Relatively Old,2120.0,,1450.0,0,1,0,0,0,2,60,706.6666666666666
house,smart world gems,sector 89,1.25,8784.0,1423.0,Built Up area: 1423 (132.2 sq.m.),3,3,2,1.0,,Under Construction,,1423.0,,1,0,0,0,1,1,45,474.3333333333333
flat,ss the coralwood,sector 84,1.1,4857.0,2265.0,Super Built up area 1750(162.58 sq.m.),3,3,2,9.0,North,Relatively Old,1750.0,,,0,0,0,0,0,1,75,755.0
flat,tarc maceo,sector 91,0.89,6339.0,1404.0,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3+,9.0,East,Relatively Old,1404.0,,1200.0,0,0,0,0,1,2,13,702.0
flat,emaar mgf the palm drive,sector 66,3.4,15455.0,2200.0,Super Built up area 2200(204.39 sq.m.),3,4,3,9.0,East,Relatively Old,2200.0,,,0,1,1,0,0,2,96,733.3333333333334
house,independent,sector 17,3.0,11111.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,,Undefined,,,2700.0,0,0,0,0,0,1,0,675.0
house,sector 14 rwa,sector 14,5.51,16990.0,3243.0,Plot area 361(301.84 sq.m.),3,3,2,4.0,South-West,Moderate Old,,3249.0,,0,0,0,0,0,1,14,1081.0
flat,on request,sector 103,1.69,9145.0,1848.0,Super Built up area 1845(171.41 sq.m.),3,3,3+,8.0,,Relatively Old,1845.0,,,0,0,0,0,0,1,49,616.0
flat,the close north,sector 50,2.75,12500.0,2200.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,3.0,South-East,Moderate Old,2605.0,2400.0,2200.0,0,1,0,0,0,1,110,733.3333333333334
house,unitech espace,sector 50,10.3,31790.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderate Old,,3240.0,,1,1,1,1,0,2,160,648.0
flat,sidhartha ncr greens,sector 95,0.56,5657.0,990.0,Super Built up area 990(91.97 sq.m.),2,2,3,13.0,,New property,990.0,,,0,0,0,0,0,1,8,495.0
flat,lig flat,sector 40,1.5,5556.0,2700.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,,Undefined,,300.0,,0,0,0,0,0,1,0,2700.0
flat,godrej nature plus,sector 33,1.27,9183.0,1383.0,Super Built up area 1383(128.48 sq.m.),2,2,3+,9.0,West,Under Construction,1383.0,,,0,0,0,0,0,1,38,691.5
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,1811.0,Carpet area: 1811 (168.25 sq.m.),3,4,3,11.0,,Under Construction,,,1811.0,1,1,0,0,0,1,105,603.6666666666666
flat,emaar mgf palm terraces,sector 66,4.5,10598.0,4246.0,Super Built up area 3670(340.95 sq.m.),5,5,3+,11.0,,New property,3670.0,,,0,1,0,0,0,1,105,849.2
flat,mittal surya vihar,sector 21,1.4,5833.0,2400.0,Super Built up area 2400(222.97 sq.m.),5,4,2,2.0,,Moderate Old,2400.0,,,0,0,0,0,0,1,0,480.0
flat,green court,sector 90,0.4,6390.0,626.0,Super Built up area 626(58.16 sq.m.)Carpet area: 526 sq.ft. (48.87 sq.m.),2,2,1,8.0,South,New property,626.0,,526.0,0,0,0,0,0,1,20,313.0
flat,maruti vihar,sector 28,1.0,9091.0,1100.0,Super Built up area 1100(102.19 sq.m.),1,1,1,1.0,North,Old property,1100.0,,,1,0,0,1,0,2,80,1100.0
flat,tulip violet,sector 69,3.25,10106.0,3216.0,Super Built up area 3216(298.78 sq.m.),4,5,3+,14.0,,Relatively Old,3216.0,,,0,0,0,1,1,1,20,804.0
flat,smart world gems,sector 89,1.3,9136.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,2.0,,New property,,,1423.0,1,0,0,0,0,1,44,474.3333333333333
flat,park view apartment,sector 56,1.74,7565.0,2300.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,3,3+,2.0,South,Old property,2450.0,2400.0,2300.0,0,1,0,1,0,2,104,766.6666666666666
flat,apna enclave,sector 3,0.55,5789.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,Old property,950.0,900.0,744.0,0,0,0,0,0,1,66,475.0
flat,godrej air,sector 85,1.3,14541.0,894.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,3,30.0,,Under Construction,1400.0,,894.0,0,0,0,0,0,1,111,447.0
house,independent,sector 17,0.29,3255.0,891.0,Plot area 891(82.78 sq.m.),2,1,0,0.0,West,Old property,,891.0,,0,0,0,0,0,1,0,445.5
house,prem kunj,sohna road road,0.5,7407.0,675.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,4,3,3.0,South-West,Relatively Old,,725.0,675.0,0,0,0,1,0,1,22,337.5
house,independent,sector 41,7.25,29293.0,2475.0,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old property,,2475.0,,0,1,0,0,0,2,94,275.0
house,smart world orchard,sector 61,2.01,13001.0,1546.0,Plot area 1549(143.91 sq.m.),3,3,3,4.0,North,Under Construction,,1549.0,,0,0,0,0,0,1,145,515.3333333333334
flat,vatika city,sector 49,1.79,12786.0,1400.0,Carpet area: 1400 (130.06 sq.m.),3,3,3,9.0,,Old property,,,1400.0,0,1,0,0,0,1,38,466.6666666666667
flat,ramprastha primera,sector 37d,1.2,13333.0,900.0,Carpet area: 900 (83.61 sq.m.),3,3,3,5.0,North-East,Relatively Old,,,900.0,0,0,1,0,0,1,50,300.0
house,independent,sector 108,1.7,5667.0,3000.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,3+,1.0,North-East,Undefined,,3000.0,2600.0,0,0,0,0,0,1,0,750.0
flat,aipl the peaceful homes,sector 70a,1.6,9587.0,1669.0,Super Built up area 1565(145.39 sq.m.),2,2,2,22.0,North,Moderate Old,1565.0,,,0,0,0,0,0,1,86,834.5
flat,raheja sampada,sector 92,0.9,6569.0,1370.0,Super Built up area 1370(127.28 sq.m.),3,2,3,11.0,East,Relatively Old,1370.0,,,0,0,0,0,0,1,88,456.6666666666667
flat,sbtl caladium,sector 109,1.9,6219.0,3055.0,Super Built up area 3055(283.82 sq.m.),4,4,3,8.0,North-East,Relatively Old,3055.0,,,0,1,0,0,0,1,151,763.75
flat,adani oyster greens,sector 102,1.9,10058.0,1889.0,Carpet area: 1889 (175.49 sq.m.),3,3,3+,9.0,North-East,Relatively Old,,,1889.0,1,0,1,1,0,1,0,629.6666666666666
flat,microtek greenburg,sector 86,1.25,8446.0,1480.0,Super Built up area 1480(137.5 sq.m.),3,4,3,0.0,South-West,Relatively Old,1480.0,,,1,0,0,0,0,1,49,493.3333333333333
flat,bestech spa signature,sector 81,4.45,10595.0,4200.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4,4,3+,8.0,South-West,Relatively Old,4200.0,3850.0,3600.0,1,1,0,1,1,2,49,1050.0
flat,dlf the arbour,sector 63,7.9,20000.0,3950.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,,Under Construction,,3950.0,2900.0,0,0,0,0,0,1,61,987.5
house,aindependentt raj estates,sector 63a,8.5,27139.0,3132.0,Plot area 348(290.97 sq.m.),6,6,3+,3.0,East,Under Construction,,3132.0,,0,0,1,1,0,1,29,522.0
flat,ireo uptown,sector 66,2.4,13065.0,1837.0,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,2,3,5.0,North-East,Relatively Old,1837.0,1700.0,1600.0,0,1,0,0,0,2,156,612.3333333333334
flat,la vida by tata housing,sector 113,1.5,11755.0,1276.0,Super Built up area 1276(118.54 sq.m.),2,2,2,13.0,,New property,1276.0,,,0,0,0,0,0,1,60,638.0
flat,ramprastha the edge towers,sector 37d,0.98,5537.0,1770.0,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,5.0,North-East,Relatively Old,1770.0,1675.0,1400.0,0,0,0,1,0,1,174,590.0
flat,m3m heights,sector 65,2.29,15980.0,1433.0,Carpet area: 1433 (133.13 sq.m.),2,2,3,8.0,,Under Construction,,,1433.0,1,0,0,0,0,1,15,716.5
flat,chd avenue,sector 71,1.3,5532.0,2350.0,Super Built up area 2350(218.32 sq.m.),4,4,3,5.0,North-East,Moderate Old,2350.0,,,0,1,0,0,0,1,126,587.5
flat,birla navya,sector 63a,3.15,14631.0,2153.0,Carpet area: 200,3,3,3,4.0,East,Under Construction,,,200.0,0,0,0,0,1,1,44,717.6666666666666
house,unitech south city,sector 50,5.88,27222.0,2160.0,Plot area 240(200.67 sq.m.),3,9,3+,3.0,East,Relatively Old,,2160.0,,1,1,0,1,1,0,128,720.0
flat,assotech blith,sector 99,1.6,6667.0,2400.0,Built Up area: 2400 (222.97 sq.m.),3,4,0,15.0,,Undefined,,2400.0,,0,0,0,0,0,1,51,800.0
flat,dlf park place,sector 54,5.75,24689.0,2329.0,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3,12.0,North-East,Relatively Old,2329.0,1900.0,1700.0,0,1,0,0,0,0,174,776.3333333333334
house,dlf floors phase 3,sector 24,3.51,12342.0,2844.0,Plot area 316(264.22 sq.m.),4,4,3,4.0,East,Under Construction,,2844.0,,1,1,1,1,0,2,160,711.0
flat,pyramid urban homes 2,sector 86,0.41,6902.0,594.0,Carpet area: 601 (55.83 sq.m.),2,2,1,3.0,West,Relatively Old,,,601.0,0,0,0,0,0,1,63,297.0
flat,bestech park view grand spa,sector 81,2.29,8609.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10.0,North-East,Relatively Old,2660.0,,2000.0,1,1,0,0,0,0,174,886.6666666666666
house,emaar mgf marbella,sector 66,9.01,16066.0,5608.0,Plot area 521,4,4,3+,3.0,North-East,Relatively Old,,5574.7,,0,1,1,0,0,1,122,1402.0
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,3.0,,New property,,,1423.0,1,0,0,0,0,1,49,474.3333333333333
flat,m3m golfestate,sector 65,13.2,12000.0,11000.0,Carpet area: 11000 (1021.93 sq.m.),4,4,3,13.0,North,Moderate Old,,,11000.0,0,1,0,0,0,1,60,2750.0
house,housing board colony,sector 28,3.5,25926.0,1350.0,Plot area 150(125.42 sq.m.),2,6,3,3.0,,Relatively Old,,1350.0,,0,0,0,0,0,1,0,675.0
flat,rof ananda,sector 95,0.55,8527.0,645.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,14.0,East,New property,1000.0,,645.0,1,0,0,0,0,2,81,215.0
flat,indiabulls centrum park,sector 103,1.05,5859.0,1792.0,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,West,Relatively Old,,1365.0,900.0,0,0,0,0,0,2,51,896.0
flat,ss the leaf,sector 85,1.2,7317.0,1640.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,6.0,North,Relatively Old,1640.0,1300.0,1000.0,0,0,0,0,0,2,174,820.0
flat,shree vardhman victoria,sector 70,1.1,8462.0,1300.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,8.0,North-East,Relatively Old,,,1300.0,0,0,0,0,0,1,101,650.0
flat,ats triumph,sector 104,1.85,8079.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,3,3+,24.0,East,Relatively Old,2290.0,,,0,1,0,0,0,1,174,763.3333333333334
flat,sanskriti apartment,sector 10a,1.1,6667.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,,Moderate Old,,,1650.0,0,0,0,0,0,1,22,550.0
flat,ss the leaf,sector 85,1.2,9677.0,1240.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,9.0,East,Relatively Old,1772.0,,1240.0,0,0,1,0,0,1,148,620.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040.0,1255.0,Super Built up area 1215(112.88 sq.m.),2,2,2,10.0,North,Relatively Old,1215.0,,,0,0,0,0,0,1,108,627.5
flat,signature global solera,sector 107,0.28,5622.0,498.0,Carpet area: 489 (45.43 sq.m.),2,2,2,14.0,North-West,Relatively Old,,,489.0,0,0,0,0,0,1,38,249.0
flat,tulip violet,sector 69,1.5,10714.0,1400.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,8.0,North-East,Relatively Old,1578.0,,1400.0,0,0,0,1,0,2,174,466.6666666666667
flat,vatika the seven lamps,sector 82,1.6,6598.0,2425.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,Relatively Old,2425.0,,,0,1,0,0,0,1,133,606.25
house,independent,sector 2,4.95,20370.0,2430.0,Plot area 270(225.75 sq.m.),6,5,3+,3.0,West,Relatively Old,,2430.0,,0,1,0,0,0,1,91,405.0
flat,godrej,sector 79,1.91,8512.0,2244.0,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,North-East,Relatively Old,2244.0,,,0,1,0,0,0,1,158,748.0
flat,signature global park,sohna road,0.56,6813.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,South,New property,,,822.0,0,0,0,0,0,1,81,411.0
flat,experion windchants,sector 112,4.75,12623.0,3763.0,Super Built up area 3763(349.59 sq.m.),3,5,3+,4.0,West,Relatively Old,3763.0,,,0,1,0,0,0,2,42,1254.3333333333333
house,international city by sobha phase 1,sector 109,12.0,20000.0,6000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3,2.0,North-East,Relatively Old,,7000.0,6000.0,1,1,0,0,0,2,154,1200.0
house,independent,sector 45,17.0,37778.0,4500.0,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively Old,,4500.0,,1,1,1,1,0,0,152,900.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,915.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,North-West,Undefined,,915.0,858.0,0,0,0,0,0,1,0,457.5
flat,ild grand centra,sector 37c,0.95,5220.0,1820.0,Built Up area: 1820 (169.08 sq.m.),3,1,0,0.0,,Undefined,,1820.0,,0,0,0,0,0,1,0,606.6666666666666
flat,m3m golfestate,sector 79,1.4,10000.0,1400.0,Carpet area: 1400 (130.06 sq.m.),2,2,2,4.0,East,Undefine,,,1400.0,1,1,1,0,0,0,83,700.0
flat,the close north,sector 50,2.65,10685.0,2480.0,Super Built up area 2480(230.4 sq.m.)Built Up area: 2470 sq.ft. (229.47 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,6.0,North,Moderate Old,2480.0,2470.0,2000.0,0,1,0,0,0,2,174,826.6666666666666
flat,experion windchants,sector 112,4.25,11294.0,3763.0,Super Built up area 3763(349.59 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3,5,2,15.0,South,Relatively Old,3763.0,3000.0,2800.0,0,1,0,1,0,1,72,1254.3333333333333
flat,central park resorts,sector 48,5.15,20901.0,2464.0,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3,3,3+,8.0,North-West,Moderate Old,2464.0,2364.0,2264.0,0,1,0,0,0,0,53,821.3333333333334
house,international city by sobha phase 2,sector 109,7.0,12963.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,Relatively Old,,5400.0,,0,0,0,0,0,2,102,1350.0
flat,the cocoon,dwarka expressway,2.0,13333.0,1500.0,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,New property,1500.0,,,0,0,0,0,0,1,0,500.0
flat,emaar palm gardens,sector 83,1.75,9211.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3+,11.0,East,Relatively Old,1900.0,,1240.04,0,1,0,0,0,1,120,633.3333333333334
flat,signature global city 92,sector 92,0.78,8050.0,969.0,Super Built up area 1197(111.2 sq.m.),2,2,2,2.0,,New property,1197.0,,,0,0,0,0,0,2,47,484.5
house,independent,sohna road road,0.5,5556.0,900.0,Plot area 900(83.61 sq.m.),2,1,2,1.0,,Moderate Old,,900.0,,0,0,0,0,0,1,0,450.0
flat,puri emerald bay,sector 104,2.6,15160.0,1715.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,,Relatively Old,2450.0,,1715.0,1,1,0,0,0,1,81,571.6666666666666
flat,dlf regal gardens,sector 90,1.26,7403.0,1702.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,6.0,North-East,Relatively Old,1702.0,,1500.0,0,0,0,0,1,2,28,567.3333333333334
